n_neighbors,min_dist,valid_best_loss,valid_best_auc,train_best_auc,best_epoch
0.8,70,0.8464197272088705,0.8464197272088705,0.9442417008419773,49
0.9,70,0.8472105236051465,0.8472105236051465,0.9422574216762741,45
0,80,0.8490287323629321,0.8490287323629321,0.9585966497160626,67
0.1,80,0.8497428413730624,0.8497428413730624,0.9433282176890584,54
0.2,80,0.8421906032283268,0.8421906032283268,0.9440930415445895,47
0.3,80,0.8449571136264332,0.8449571136264332,0.9351582114240607,43
0.4,80,0.8515230813433603,0.8515230813433603,0.9700884656400802,86
0.5,80,0.8488234746595201,0.8488234746595201,0.9457294150903616,47
0.6,80,0.851658909919831,0.851658909919831,0.9617370694687252,68
0.7,80,0.8528495599393834,0.8528495599393834,0.9551863614477717,59
0.8,80,0.8493219237723161,0.8493219237723161,0.9722605617962805,83
0.9,80,0.8486963606244052,0.8486963606244052,0.9695288898425692,81
0,90,0.8474242103312957,0.8474242103312957,0.9644286746265256,72
0.1,90,0.8483010019534314,0.8483010019534314,0.9620384846659856,70
0.2,90,0.8402552287600465,0.8402552287600465,0.9480058291455502,49
0.3,90,0.8505852292195539,0.8535852292195539,0.9562507746024639,58
0.4,90,0.8482793477439428,0.8482793477439428,0.9739253321484019,88
0.5,90,0.839729104353799,0.839729104353799,0.9527079366899751,55
0.6,90,0.8506950068065673,0.8506950068065673,0.9766623570331937,92
0.7,90,0.8452399933922061,0.8452399933922061,0.9449869477474802,52
0.8,90,0.8493133305432083,0.8493133305432083,0.9632726628150462,73
0.9,90,0.8486061684765923,0.8486061684765923,0.9448585710024627,53
0,100,0.8455419398901527,0.8455419398901527,0.9409833477128472,44
0.1,100,0.8522776385388376,0.8522776385388376,0.9616276846355651,69
0.2,100,0.8491758873395922,0.8491758873395922,0.9615854867758836,67
0.3,100,0.843631654487795,0.843631654487795,0.9649281882136447,81
0.4,100,0.8447487604935598,0.8447487604935598,0.9472269101107345,46
0.5,100,0.8503248713239512,0.8503248713239512,0.9411232617227906,50
0.6,100,0.8507280783527088,0.8507280783527088,0.967027877360035,79
0.7,100,0.850227773233807,0.850227773233807,0.9542231740082278,57
0.8,100,0.8481757056669017,0.8481757056669017,0.956216269759313,62
0.9,100,0.8476325280624906,0.8476325280624906,0.9573035164512848,64
