Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID
CHEMBL3956543;;0;476.56;0;2.71;BDBM190715;C[C@@]1(c2cc(NC(=O)c3cn4ncsc4n3)ccc2F)CS(=O)(=O)C2(CCCC2)C(=N)N1;Ki;'=';18.4;nM;7.74;;341210;UO_0000065;16.23;0.33;5.03;5.98;False;CHEMBL3887512;HTRF FRET Assay: A homogeneous time-resolved FRET assay can be used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. This assay monitors the increase of 620 nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide). This substrate contains an N-terminal QSY7 moiety that serves as a quencher of the C-terminal Europium fluorophore (620 nm Em). In the absence of enzyme activity, 620 nm fluorescence is low in the assay and increased linearly over 3 hours in the presence of uninhibited BACE1 enzyme Inhibition of BACE1 cleavage of the QSY7-APPswe-Eu substrate by inhibitors is manifested as a suppression of 620 nm fluorescence.Varying concentrations of inhibitors at 3x the final desired concentration in a volume of 10 ul are preincubated with purified human BACE1 catalytic domain (3 nM in 10 ul) for 30 minutes at 30° C. in reaction buffer containing 20 mM Na-Acetate pH 5.0, 10% glycerol.;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886347;37;BindingDB Database;;2015;None
CHEMBL1923752;;0;328.35;0;4.68;32;Fc1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1;Ki;'=';34.0;nM;7.47;;;UO_0000065;22.75;0.41;2.79;16.24;False;CHEMBL1926456;Inhibition of BACE1 expressing APP Swedish mutant using rhodamine-labeled EVNLDAEFK-quencher as substrate after 60 mins by Michaelis-Menten equation;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;None
CHEMBL4085364;;0;394.52;0;3.31;25-rac;[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@]21C[C@H](C)[C@@H](OC)[C@H](C)C1;Ki;'=';45.0;nM;7.35;;;UO_0000065;18.72;0.35;4.04;8.89;False;CHEMBL4049274;Inhibition of human BACE1 (1 to 460 residues) fused with Fc domain of IgG1 expressed in HEK293 cells preincubated for 10 mins followed by substrate addition measured after 17 mins by TR-FRET assay;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL4043307;1;Scientific Literature;J Med Chem;2018;CHEMBL3307715
CHEMBL3640279;;0;418.86;0;1.70;BDBM102962;COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(Cl)c3)C2)nc(C)c1F;Ki;'=';39.0;nM;7.41;;220597;UO_0000065;17.69;0.35;5.71;7.64;False;CHEMBL3705045;Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay was used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. The assay monitored the increase of 620nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide).;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638861;37;BindingDB Database;;2013;None
CHEMBL2178179;;0;490.35;0;4.17;17e;COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1;Ki;'=';10.0;nM;8.0;;;UO_0000065;16.31;0.33;3.83;6.07;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178178;;0;464.38;0;4.26;17d;COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(N)c(Cl)c2)cc1;Ki;'=';40.0;nM;7.4;;;UO_0000065;15.93;0.34;3.14;6.40;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL1412710;;0;338.4;1;5.61;24;CC(C)=CCC/C(C)=C/COc1c2occc2cc2ccc(=O)oc12;Ki;'=';61900.0;nM;4.21;;;UO_0000065;12.44;0.23;-1.40;8.00;False;CHEMBL1937035;Inhibition of recombinant human BACE1 assessed as dissociation constant of enzyme-substrate-inhibitor complex using Rh-EVNLDAEFK as substrate by Dixon and Cornish-Bowden plots analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1932923;1;Scientific Literature;Bioorg. Med. Chem.;2012;None
CHEMBL1923751;;0;310.36;0;4.54;31;c1cc(-c2cn3ccccc3n2)cc(-c2nc3ccccc3[nH]2)c1;Ki;'=';926.0;nM;6.03;;;UO_0000065;19.44;0.34;1.49;13.12;False;CHEMBL1926456;Inhibition of BACE1 expressing APP Swedish mutant using rhodamine-labeled EVNLDAEFK-quencher as substrate after 60 mins by Michaelis-Menten equation;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;None
CHEMBL1078442;BERGAMOTTIN;0;338.4;1;5.61;SID530919;CC(C)=CCC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12;Ki;'=';34800.0;nM;4.46;;;UO_0000065;13.18;0.24;-1.15;8.48;False;CHEMBL1936883;Inhibition of recombinant human BACE1 assessed as dissociation constant of enzyme-inhibitor complex using Rh-EVNLDAEFK as substrate by Dixon and Cornish-Bowden plots analysis;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1932923;1;Scientific Literature;Bioorg. Med. Chem.;2012;None
CHEMBL450745;EUGENIIN;0;938.67;3;1.67;Tellimagrandin-II;O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1;Ki;'=';6840.0;nM;5.17;;;UO_0000065;5.5;0.11;3.49;1.16;False;CHEMBL3293240;Inhibition of BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3286369;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL1923750;;0;411.51;1;5.76;26;COc1ccc2nc(-c3cccc(-c4nc5ccccn5c4NC(C)(C)C)c3)[nH]c2c1;Ki;'=';253.0;nM;6.6;;;UO_0000065;16.03;0.29;0.84;9.81;False;CHEMBL1926456;Inhibition of BACE1 expressing APP Swedish mutant using rhodamine-labeled EVNLDAEFK-quencher as substrate after 60 mins by Michaelis-Menten equation;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;None
CHEMBL1923754;;0;346.34;0;4.82;34;Fc1ccc2nc(-c3cccc(-c4cn5ccc(F)cc5n4)c3)[nH]c2c1;Ki;'=';17.0;nM;7.77;;;UO_0000065;22.43;0.41;2.95;16.90;False;CHEMBL1926456;Inhibition of BACE1 expressing APP Swedish mutant using rhodamine-labeled EVNLDAEFK-quencher as substrate after 60 mins by Michaelis-Menten equation;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;None
CHEMBL3640270;;0;414.44;0;1.14;BDBM102953;CCOc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(OC)c1F;Ki;'=';137.0;nM;6.86;;220581;UO_0000065;16.56;0.31;5.72;6.46;False;CHEMBL3705045;Time-Resolved FRET Assay: A homogeneous time-resolved FRET assay was used to determine IC50 values for inhibitors of the soluble human BACE1 catalytic domain. The assay monitored the increase of 620nm fluorescence that resulted from BACE1 cleavage of an APPswedish APPswe mutant peptide FRET substrate (QSY7-EISEVNLDAEFC-Europium-amide).;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3638861;37;BindingDB Database;;2013;None
CHEMBL3627969;;0;478.38;0;3.56;12e;COc1ccc(N2CCC[C@H]2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(C)=O)c(Cl)c2)cc1;Ki;'=';110.0;nM;6.96;;;UO_0000065;14.55;0.30;3.40;6.38;False;CHEMBL3630425;Displacement of [3H]BMS-599240 from BACE1 (unknown origin) expressed in HEK293 cells at pH 5 after 1.5 hrs by Microbeta liquid scintillation counting analysis;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3627595;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;CHEMBL3307715
CHEMBL3911141;;0;449.33;0;4.05;BDBM230870;NC1=N[C@@](c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)(C(F)F)C(F)(F)CC1;Ki;'=';20.0;nM;7.7;;402953;UO_0000065;17.13;0.34;3.65;8.26;False;CHEMBL3888456;BACE1 Binding Assay: The binding assay was performed as SPA-based assay using a biotinylated form of human BACE1 recombinantly expressed and subsequently purified from Freestyle HEK293 cells. The binding assay was run in a 50 mM sodium acetate buffer, pH 4.5 containing 50 mM NaCl and 0.03% Tween-20 in white clear bottom 384 plates (Corning #3653). 10 nM (final concentration) radioligand ([3H]−N-((1S,2R)-1-benzyl-3-cyclopropylamino-2-hydroxy-propyl)-5-(methanesulfonyl-methyl-amino)-N−((R)-1-phenyl-ethyl)-isophthalamide) (TRQ11569 purchased from GE Healthcare) was mixed with test compound at a given concentration, 6 nM (final concentration) human BACE1 and 25 μg Streptavidin coated PVT core SPA beads (RPNQ0007, GE Healthcare Life Sciences) in a total volume of 40 μl. Several concentrations of each test compound were tested in the assay for IC50 determination. The plates were incubated for one hour at room temperature and counted in a Wallac Trilux counter. Total and non-specific binding were determined using buffer and 1 μM (final concentration) of the high affinity BACE1 reference inhibitor (S)-6-[3-chloro-5-(5-prop-1-ynyl-pyridin-3-yl)-thiophen-2-yl]-2-imino-3,6-dimethyl-tetrahydro-pyrimidin-4-one, respectively.;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3886720;37;BindingDB Database;;2016;CHEMBL3307715
CHEMBL448008;;0;658.86;1;1.43;2;Cc1cc(C)n(COC(=O)N[C@@H](CS(C)(=O)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C)n1;Ki;'=';0.3;nM;9.52;;;UO_0000065;14.45;0.29;8.09;4.81;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3361311;;0;710.98;2;3.47;4a;Cc1nc(C[C@H](C)C(=O)N[C@@H](CNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C)cs1;Ki;'=';31.9;nM;7.5;;;UO_0000065;10.54;0.21;4.03;3.99;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3361312;;0;725.01;2;3.86;4b;CC[C@@H](Cc1csc(C)n1)C(=O)N[C@@H](CNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C;Ki;'=';16.8;nM;7.78;;;UO_0000065;10.72;0.21;3.91;4.14;False;CHEMBL3380862;Inhibition of recombinant BACE1 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3351680;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2015;None
CHEMBL3354263;;0;505.67;1;4.80;54;CN1C(=N)N[C@](CCC2CCCCC2)(C[C@H]2CCC[C@@H](NC(=O)Nc3cnc4ccccc4n3)C2)C1=O;Ki;'=';14.0;nM;7.85;;;UO_0000065;15.53;0.29;3.05;6.38;False;CHEMBL3386389;Inhibition of purified human BACE1 by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL3352601;1;Scientific Literature;Bioorg. Med. Chem. Lett.;2014;None
CHEMBL1923706;;0;381.48;1;5.76;19;CC(C)(C)Nc1c(-c2ccc(-c3nc4ccccc4[nH]3)cc2)nc2ccccn12;Ki;'=';5312.0;nM;5.28;;;UO_0000065;13.83;0.25;-0.49;9.09;False;CHEMBL1926456;Inhibition of BACE1 expressing APP Swedish mutant using rhodamine-labeled EVNLDAEFK-quencher as substrate after 60 mins by Michaelis-Menten equation;B;BAO_0000357;single protein format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1921672;1;Scientific Literature;J. Med. Chem.;2011;None
CHEMBL2178193;;0;549.48;1;4.18;22a;COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(Cl)c(NC(=O)CN(C)C)c(Cl)c2)cc1;Ki;'=';20.0;nM;7.7;;;UO_0000065;14.01;0.29;3.52;6.31;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178186;;0;530.05;1;4.56;17l;COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CCSC)c(Cl)c2)cc1;Ki;'=';30.0;nM;7.52;;;UO_0000065;14.19;0.29;2.96;5.71;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178751;;0;364.41;0;2.90;8e;COc1ccc(-c2noc(C)c2C(=O)/N=C(\N)NCc2ccccc2)cc1;Ki;'=';4000.0;nM;5.4;;;UO_0000065;14.81;0.27;2.50;5.25;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178163;;0;529.07;1;3.88;22f;CCNCC(=O)Nc1c(C)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)nsc2C)cc1Cl;Ki;'=';20.0;nM;7.7;;;UO_0000065;14.55;0.29;3.82;5.89;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178194;;0;529.07;1;3.83;22b;COc1ccc(-c2nsc(C)c2C(=O)/N=C(\N)NCc2cc(C)c(NC(=O)CN(C)C)c(Cl)c2)cc1;Ki;'=';20.0;nM;7.7;;;UO_0000065;14.55;0.29;3.87;6.31;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2178183;;0;483.96;0;4.21;17i;CCC(=O)Nc1c(C)cc(CN/C(N)=N/C(=O)c2c(-c3ccc(OC)cc3)noc2C)cc1Cl;Ki;'=';40.0;nM;7.4;;;UO_0000065;15.29;0.30;3.19;5.61;False;CHEMBL2187886;Displacement of [3H]BMS-599240 from BACE1 expressed in HEK293 cells;B;BAO_0000219;cell-based format;Homo sapiens;None;None;HEK293;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177026;1;Scientific Literature;J. Med. Chem.;2012;CHEMBL3307715
CHEMBL2179132;;0;665.86;1;3.03;6;CC(C)CNC(=O)[C@@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@@H](C)O;Ki;'=';98.8;nM;7.0;;;UO_0000065;10.52;0.20;3.98;4.46;False;CHEMBL2185581;Inhibition of recombinant BACE1 expressed in Escherichia coli using Arg- Glu(EDANS)-Glu-Val-Asn-Leu-Asp-Ala-Glu-Phe-Lys(Dabcyl)-Arg as substrate by fluorimetric analysis;B;BAO_0000019;assay format;None;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2177024;1;Scientific Literature;J. Med. Chem.;2012;None
CHEMBL317001;;0;763.89;2;-1.09;1;CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)C(N)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O;Ki;'=';36.0;nM;7.44;;;UO_0000065;9.74;0.19;8.53;2.41;False;CHEMBL711471;Binding affinity for human brain memapsin 2;B;BAO_0000019;assay format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL1134775;1;Scientific Literature;J. Med. Chem.;2001;None
CHEMBL1233206;;0;323.4;0;2.75;4;COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1;Ki;'=';270.0;nM;6.57;;;UO_0000065;20.31;0.37;3.82;9.67;False;CHEMBL2155063;Inhibition of human recombinant BACE1 by FRET assay;B;BAO_0000357;single protein format;Homo sapiens;None;None;None;None;CHEMBL4822;Beta-secretase 1;Homo sapiens;SINGLE PROTEIN;CHEMBL2150878;1;Scientific Literature;ACS Med. Chem. Lett.;2012;None
