,Lipop,Group,TMAP1,TMAP2,smiles
30,2.6,4 (1032),-0.007436692714691162,-0.4696449637413025,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6
31,3.3,3 (1192),-0.125596821308136,0.4728696942329407,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4
32,3.94,4 (1032),-0.06457623839378357,-0.3793720602989197,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
33,2.34,2 (733),-0.2604562044143677,0.12471556663513184,CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
34,2.57,1 (622),-0.36732393503189087,-0.20777708292007446,O=C(NCc1ccncc1)c2ccc(Oc3ccccc3C#N)cc2
35,3.62,5 (621),0.3013635277748108,-0.16401082277297974,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12
36,2.06,4 (1032),0.009305477142333984,-0.17598694562911987,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cscn5)ccc4C
37,4.33,3 (1192),-0.15554475784301758,0.35341334342956543,Cn1cncc1c2c3C(=O)N(CC4CC4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67
38,2.55,5 (621),0.4607601761817932,-0.1340779960155487,COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1
39,2.78,3 (1192),0.0009652376174926758,0.42040491104125977,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2c(OC)c(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O
40,1.4,3 (1192),0.1407226324081421,0.21555054187774658,OB1N(C(=O)Nc2ccccc12)c3ccccc3
41,-0.54,1 (622),-0.35012170672416687,-0.30549752712249756,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C
42,2.91,4 (1032),0.05428999662399292,-0.38733071088790894,NC(=NC#N)c1sc(Nc2ccccc2)nc1N
43,-0.4,3 (1192),0.1357874870300293,0.27906185388565063,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F
44,-0.16,3 (1192),0.236061692237854,0.2992570400238037,OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F
45,2.2,5 (621),0.3791395425796509,-0.012524306774139404,COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O
46,3.4,4 (1032),0.18339455127716064,-0.22610336542129517,CC(Nc1ncnc2ccccc12)c3ccccc3
47,1.1,1 (622),-0.3905264437198639,-0.0585004985332489,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O
48,2.28,1 (622),-0.18589192628860474,-0.19221758842468262,O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34
49,3.47,1 (622),-0.3635709881782532,-0.17513403296470642,COc1ccccc1Cn2c(C)nc3ccccc23
50,3.0,2 (733),-0.17363813519477844,-0.026494503021240234,OC(=O)c1ccc(NC(=O)c2cc(OCc3ccccc3F)cc(OCc4ccccc4F)c2)nc1
51,-1.17,3 (1192),-0.06468093395233154,0.28728562593460083,NC(Cc1c[nH]c2ccccc12)C(=O)O
52,1.95,3 (1192),0.2568877935409546,0.15882211923599243,OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3
53,-0.99,5 (621),0.28971827030181885,0.06069129705429077,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)O)n4ccc(n4)C(F)(F)F
54,2.0,1 (622),-0.46257516741752625,0.05138695240020752,C[C@H](NC(=O)c1c(C)nn(C2CCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
55,3.8,4 (1032),0.052393436431884766,-0.39247268438339233,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2
56,3.21,4 (1032),-0.04775020480155945,-0.305990993976593,COCCNC(=O)c1cccc(Nc2ncc3cc(ccc3n2)c4ccncc4)c1
57,0.36,1 (622),-0.42602139711380005,0.0073816776275634766,CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2
58,2.14,2 (733),-0.13394677639007568,0.16001951694488525,NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1
59,1.71,1 (622),-0.42335015535354614,-0.26894575357437134,O=C1NC(=NC(=C1C#N)c2ccccc2)SCCc3ccccc3
60,1.19,1 (622),-0.4380473792552948,-0.2000049352645874,OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4
61,2.7,2 (733),-0.23191028833389282,-0.0238400399684906,Cc1ccccc1NC(=O)CCS(=O)(=O)c2ccc(Br)s2
62,2.77,4 (1032),0.027559280395507812,-0.30739280581474304,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F
63,3.8,5 (621),0.2535632848739624,-0.12450239062309265,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3
64,2.87,3 (1192),0.05257803201675415,0.17439085245132446,O=C(COc1ccccc1)c2ccccc2
65,1.91,4 (1032),0.07823699712753296,-0.06812644004821777,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN(C)C
66,3.4,4 (1032),0.11660462617874146,-0.306149959564209,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N
67,3.13,4 (1032),0.09359276294708252,-0.14876243472099304,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCC4
68,3.0,1 (622),-0.3977168798446655,-0.27397117018699646,O=C1CCOc2cc(COc3ccccc3)ccc12
69,2.33,5 (621),0.23227208852767944,-0.10278588533401489,Clc1cccc2cn[nH]c12
70,2.8,3 (1192),-0.09346815943717957,0.47461026906967163,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1
71,-0.54,1 (622),-0.21224242448806763,-0.16599062085151672,COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1
72,3.16,3 (1192),-0.1659650206565857,0.354739785194397,Cn1cncc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56
73,2.91,1 (622),-0.3927226662635803,-0.1391717791557312,C[C@H](NC(=O)c1cccnc1Oc2ccccc2)c3ccccc3
74,1.55,2 (733),-0.29825180768966675,-0.061390042304992676,Clc1ccc(CN2CC3CNCC(C2)O3)cc1C(=O)NCC45CC6CC(CC(C6)C4)C5
75,0.2,2 (733),-0.2205486297607422,0.01825028657913208,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
76,1.43,3 (1192),0.1545061469078064,0.3215230703353882,Cc1cc(CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O)c(C)cn1
77,2.47,4 (1032),0.26990532875061035,-0.3223506510257721,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4
78,2.48,5 (621),0.2615944743156433,0.006880462169647217,CC(=O)Nc1ccc2c(c1)c(cn2CCCO)c3cc(NC4CC4)n5ncc(C#N)c5n3
79,-0.45,3 (1192),0.03860783576965332,0.06300359964370728,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
80,2.0,1 (622),-0.36224365234375,-0.07598960399627686,CC1(CC1)c2nc(ncc2C(=O)N[C@@H]3C4CC5CC3C[C@@](O)(C5)C4)N6CCOCC6
81,2.6,3 (1192),0.12056922912597656,0.04509246349334717,COC(=O)c1ccc(C)c(NS(=O)(=O)c2ccc3N(C)SC(=O)c3c2)c1
82,3.5,5 (621),0.41219043731689453,-0.022409260272979736,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O
83,0.89,1 (622),-0.20632687211036682,-0.29346799850463867,CNCCCC12CCC(c3ccccc13)c4ccccc24
84,1.3,5 (621),0.24534642696380615,-0.14060863852500916,Oc1cc(nc2ccnn12)c3ccccc3
85,2.01,3 (1192),0.05023348331451416,0.10726571083068848,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O
86,3.59,3 (1192),-0.14893871545791626,0.3514178395271301,CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C
87,0.18,3 (1192),0.2000288963317871,0.3328903913497925,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3
88,2.6,4 (1032),0.2786868214607239,-0.338289350271225,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1
89,1.3,3 (1192),-0.008500754833221436,0.07920801639556885,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@@H](CC(=O)O)CC3)c(F)c2
90,2.1,4 (1032),-0.069708913564682,-0.0591968297958374,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1
91,3.72,4 (1032),0.07898616790771484,-0.1468055248260498,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1
92,1.72,5 (621),0.3472122550010681,0.049461543560028076,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1
93,1.65,2 (733),-0.16119283437728882,0.01602649688720703,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
94,3.7,4 (1032),0.08246546983718872,-0.20476782321929932,CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2
95,2.2,4 (1032),0.19677424430847168,-0.37116163969039917,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34
96,2.04,4 (1032),0.08108580112457275,-0.20636212825775146,CCN(CC)CCCCNc1ncc2CN(C(=O)N(Cc3cccc(NC(=O)C=C)c3)c2n1)c4c(Cl)c(OC)cc(OC)c4Cl
97,4.49,3 (1192),-0.13140907883644104,0.3709523677825928,CCSc1c(Cc2ccccc2C(F)(F)F)sc3N(CC(C)C)C(=O)N(C)C(=O)c13
98,0.2,5 (621),0.3695414662361145,0.08233171701431274,COc1ccc(Cc2c(N)n[nH]c2N)cc1
99,2.0,4 (1032),-0.02150017023086548,-0.3378467559814453,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3
100,1.49,1 (622),-0.3185274600982666,-0.27998748421669006,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O
101,4.28,1 (622),-0.23375126719474792,-0.27109748125076294,C1Oc2ccccc2C3=NN(CC13)c4ccccc4
102,-0.95,5 (621),0.43325579166412354,-0.13646048307418823,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1
103,1.64,3 (1192),0.09780949354171753,0.03369420766830444,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4
104,2.02,4 (1032),0.1540554165840149,-0.2698032259941101,FC(F)c1nc2ccccc2[nH]1
105,3.09,2 (733),-0.2657844126224518,0.12184101343154907,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N
106,2.18,4 (1032),0.09208810329437256,-0.05247184634208679,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
107,4.4,5 (621),0.23789548873901367,-0.21044090390205383,Oc1ccccc1OC(=O)c2cccc3ccccc23
108,3.28,4 (1032),0.21670126914978027,-0.27181920409202576,COc1ccccc1CNc2cc(C)ccn2
109,3.04,3 (1192),0.21069157123565674,0.06878018379211426,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1
110,3.12,5 (621),0.278894305229187,-0.1361694633960724,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14
111,0.06,3 (1192),0.1332259178161621,0.42981165647506714,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3
112,2.49,2 (733),-0.3310564458370209,0.1632511019706726,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2
113,1.11,3 (1192),0.2172272801399231,0.3359109163284302,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2
114,2.81,4 (1032),-0.017090827226638794,-0.12244606018066406,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3
115,3.52,1 (622),-0.36653441190719604,-0.18323412537574768,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1
116,2.5,4 (1032),-0.15030649304389954,-0.45120295882225037,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6
117,4.48,4 (1032),0.16117483377456665,-0.26659682393074036,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5
118,1.33,5 (621),0.48649054765701294,-0.107916921377182,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1
119,1.83,2 (733),-0.15877118706703186,0.1424187421798706,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
120,3.6,4 (1032),0.10031163692474365,-0.06270888447761536,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC
121,3.2,3 (1192),-0.05652454495429993,0.42329275608062744,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4
122,-0.56,2 (733),-0.18642973899841309,-0.022126108407974243,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N
123,3.53,4 (1032),0.1613171100616455,-0.3070613741874695,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N
124,4.3,3 (1192),-0.0678396224975586,0.42551350593566895,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F
125,2.88,3 (1192),0.0648530125617981,0.4463846683502197,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4
126,3.08,1 (622),-0.22008419036865234,-0.28238171339035034,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
127,1.0,3 (1192),0.0032026171684265137,0.1073225736618042,Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
128,2.4,4 (1032),0.10677248239517212,-0.0204257071018219,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F
129,1.89,1 (622),-0.20449307560920715,-0.2990487813949585,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2
130,1.52,2 (733),-0.25193560123443604,0.21967744827270508,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl
131,3.33,1 (622),-0.37382984161376953,-0.26297521591186523,O=C1C=COc2cc(OCc3ccccc3)ccc12
132,0.79,3 (1192),-0.07836571335792542,0.36309826374053955,[O-][S+](c1ccccc1)c2ccc3nnnn3n2
133,3.2,3 (1192),-0.16115990281105042,0.28439104557037354,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F
134,0.1,4 (1032),-0.011655032634735107,-0.013691633939743042,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
135,0.22,3 (1192),-0.0013110041618347168,0.0986209511756897,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N
136,2.0,2 (733),-0.22515785694122314,-0.11019226908683777,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1
137,4.0,4 (1032),-0.05661538243293762,-0.24443218111991882,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45
138,2.71,5 (621),0.37836354970932007,-0.07133424282073975,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2
139,0.7,4 (1032),0.039855241775512695,-0.17607471346855164,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C
140,3.67,3 (1192),-0.19632184505462646,0.3623589277267456,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O
141,0.87,2 (733),-0.1279677450656891,-0.01979967951774597,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2
142,2.83,4 (1032),-0.02153030037879944,-0.18013930320739746,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C
143,0.82,2 (733),-0.11380058526992798,0.043631911277770996,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N
144,1.0,5 (621),0.37539398670196533,-0.06624603271484375,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3
145,3.07,5 (621),0.2529829740524292,-0.07281681895256042,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F
146,3.07,3 (1192),0.08248555660247803,0.0649491548538208,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1
147,1.6,5 (621),0.3683735132217407,-0.0415896475315094,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O
148,1.58,1 (622),-0.22666406631469727,-0.17357492446899414,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34
149,2.62,2 (733),-0.2714177370071411,-0.10807591676712036,OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O
150,3.37,3 (1192),-0.02529391646385193,0.3120100498199463,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4
151,2.68,2 (733),-0.20300441980361938,0.2941627502441406,Clc1ccccc1c2cnn[nH]2
152,1.7,4 (1032),-0.03425329923629761,-0.10799470543861389,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-]
153,2.21,3 (1192),0.1390283703804016,0.12838709354400635,NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2
154,-0.37,2 (733),-0.23337161540985107,0.02428227663040161,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2
155,2.49,4 (1032),0.1905263066291809,-0.44515347480773926,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O
156,3.11,4 (1032),0.1434294581413269,-0.21080699563026428,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1
157,0.74,3 (1192),0.034776389598846436,0.059913039207458496,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O
158,1.61,3 (1192),-0.176751047372818,0.42099839448928833,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4
159,1.2,3 (1192),-0.05859002470970154,0.22291147708892822,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4
160,-1.34,3 (1192),0.07722729444503784,0.36337918043136597,Cc1ccc(NC(=N)N)cc1C
161,1.26,2 (733),-0.3186473846435547,-0.08412802219390869,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O
162,1.3,3 (1192),0.04363185167312622,0.17285841703414917,O=C(Oc1ccccc1)N2CCOCC2
163,1.9,3 (1192),-0.05715709924697876,0.22496157884597778,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N
164,3.0,5 (621),0.3516572117805481,-0.17520666122436523,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3
165,0.21,3 (1192),0.08232319355010986,0.2832137942314148,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O
166,1.55,1 (622),-0.42066705226898193,0.0160902738571167,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2
167,2.82,4 (1032),0.13863515853881836,-0.10833576321601868,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6
168,3.52,3 (1192),-0.10901737213134766,0.3516319990158081,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1
169,3.2,4 (1032),0.0765225887298584,-0.1425289809703827,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4
170,1.09,1 (622),-0.4565221071243286,-0.021908551454544067,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC
171,0.55,2 (733),-0.18223342299461365,0.004720926284790039,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2
172,1.78,3 (1192),0.008451461791992188,0.2791551351547241,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F
173,1.43,2 (733),-0.1514442265033722,0.00237196683883667,CSc1ncccc1C(=O)Nc2nccs2
174,2.51,4 (1032),0.11131006479263306,-0.058810412883758545,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C
175,2.49,5 (621),0.2908715605735779,-0.04786574840545654,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3
176,2.31,2 (733),-0.15741103887557983,0.18939894437789917,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2
177,3.34,4 (1032),-0.12599819898605347,-0.31909269094467163,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2
178,4.13,2 (733),-0.12109628319740295,0.1564350128173828,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1
179,3.12,3 (1192),0.09603548049926758,0.343494713306427,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C
180,2.2,4 (1032),-0.15882936120033264,-0.4500625729560852,NC1(CCC1)c2ccc(cc2)c3ncc4ccncc4c3c5ccccc5
